"Scryfall ID","Name","Set Code","Set Name","Collector Number","Rarity","Foil Type","Quantity","Binder Name","Condition","Purchase Price"
"7d171802-2604-45a5-a0f2-ab5afa1db5d5","Charmed Sleep","blb","Bloomburrow","388","common","normal","1","Draft Pickups","lightly_played","0.11"
"50b96a97-0d7d-4e05-9e2f-0b99a039b655","Asinine Antics","woe","Wilds of Eldraine","42","mythic","normal","1","Draft Pickups","near_mint","0.62"
"2f373dd6-2412-453c-85ba-10230dfe473a","Conduct Electricity","blb","Bloomburrow","130","common","normal","1","Draft Pickups","lightly_played","0.03"
"19266b5a-ff78-436c-b0f1-457e80bb647e","Arna Kennerüd, Skycaptain","mh3","Modern Horizons 3","178","mythic","normal","1","Modern Staples","near_mint","0.39"
"0f28e081-7994-468d-8505-9981b90c001c","Boartusk Liege","2x2","Double Masters 2022","186","rare","normal","3","Modern Staples","lightly_played","0.49"
"a0a12717-a9c0-43c7-b6be-02fd435c0053","A-Galvanic Discharge","mh3","Modern Horizons 3","A-122","common","normal","1","Modern Staples","near_mint",""
"b3ff56c1-4153-4e15-9ac6-06d93fa2ae50","Chalk Outline","mkm","Murders at Karlov Manor","157","uncommon","normal","1","Draft Pickups","moderately_played","0.22"
"f6723528-8b2c-4beb-a465-800300faf158","Attunement","usg","Urza's Saga","61","rare","normal","1","Alpha Collection","lightly_played","22.25"
"6658398a-46a5-4f41-9b1b-4a47f2822cf8","Belligerent of the Ball","woe","Wilds of Eldraine","120","uncommon","normal","4","Draft Pickups","lightly_played","0.05"
"5ffa48cc-b991-4d47-b7ec-cf678915c758","Conduit Pylons","otj","Outlaws of Thunder Junction","254","common","foil","1","Draft Pickups","lightly_played","0.34"
"d85e0477-9176-4a3e-badc-f1c1c734e59c","Blood Hypnotist","vow","Innistrad: Crimson Vow","145","uncommon","normal","1","Draft Pickups","near_mint","0.29"
"e8a51d2a-1582-4bad-995c-e7fe9f810149","Azusa's Many Journeys // Likeness of the Seeker","neo","Kamigawa: Neon Dynasty","172","uncommon","normal","1","Draft Pickups","near_mint","0.35"
"f92cb48d-315b-4877-b615-ffdf275c4d61","Befoul","usg","Urza's Saga","116","common","normal","1","Alpha Collection","lightly_played","0.14"
"72ea2048-57bc-43d5-8987-33ca727f1a97","Chaoslace","lea","Limited Edition Alpha","139","rare","normal","4","Alpha Collection","lightly_played",""
"190d97bc-dbef-496d-9bd1-b785bdf8a964","Candy Grapple","woe","Wilds of Eldraine","83","common","foil","4","Draft Pickups","near_mint","0.21"
"00ff4cb8-a0e0-4527-a77d-03394065ffe0","Arcane Encyclopedia","clb","Commander Legends: Battle for Baldur's Gate","297","uncommon","normal","1","Modern Staples","lightly_played","0.11"
"a21b08d4-b43d-4c93-99e7-39dfe83ced91","Balance","3ed","Revised Edition","3","rare","normal","2","Alpha Collection","moderately_played","3.65"
"c75c8631-e630-402b-a559-f1b1aa49763c","Barbed Spike","mh2","Modern Horizons 2","5","uncommon","normal","1","Modern Staples","near_mint","0.22"
"1144014b-f13b-4397-97ed-a8de46371a2c","Boseiju Reaches Skyward // Branch of Boseiju","neo","Kamigawa: Neon Dynasty","177","uncommon","normal","1","Draft Pickups","lightly_played","0.30"
"7811a45d-6bfb-4c2a-b5a2-cccbd8cff186","Blossoming Tortoise","woe","Wilds of Eldraine","163","mythic","normal","1","Draft Pickups","moderately_played","6.76"
"2f4a88e8-aab0-488a-a0b8-fa3feedbf278","Arcane Laboratory","usg","Urza's Saga","60","uncommon","normal","1","Alpha Collection","moderately_played","1.07"
"4663e9e3-1989-4ddb-9508-9cc055d2ebe9","Emissary of Soulfire","mh3","Modern Horizons 3","183","uncommon","normal","4","Modern Staples","moderately_played","0.19"
"c49c9b72-61c0-4e3a-a3a6-994b149398a9","Omenpath Journey","big","The Big Score","18","mythic","foil","1","Modern Staples","near_mint","1.46"
"ad1a0159-7f00-429c-9318-b028b1e03ba8","Attentive Sunscribe","lci","The Lost Caverns of Ixalan","4","common","normal","1","Draft Pickups","near_mint","0.10"
"6f198b57-8bfe-4d13-9a16-10990707b455","Bloodflow Connoisseur","2x2","Double Masters 2022","71","common","normal","2","Modern Staples","near_mint","0.29"
"fc310a26-b6a0-4e42-98ab-bdfd7b06cb63","Beza, the Bounding Spring","blb","Bloomburrow","2","mythic","normal","1","Draft Pickups","lightly_played","5.17"
"f683d5a1-b8bf-446f-9fe3-88a4398bf3cf","Arabella, Abandoned Doll","dsk","Duskmourn: House of Horror","208","uncommon","normal","1","Draft Pickups","near_mint","0.47"
"6aea6702-16a8-4073-9c83-fbea20a5fd32","Bristlepack Sentry","otj","Outlaws of Thunder Junction","156","common","normal","1","Draft Pickups","lightly_played","0.18"
"5e4c134b-a416-467e-a158-def84c92c6af","Aerie Auxiliary","mh3","Modern Horizons 3","18","common","normal","1","Modern Staples","near_mint","0.13"
"019b51b0-e5c6-4208-922b-7736686dddcd","Agatha's Soul Cauldron","woe","Wilds of Eldraine","242","mythic","normal","1","Draft Pickups","near_mint","32.92"
"2e069de0-3218-456c-b191-93e755634783","Clandestine Meddler","mkm","Murders at Karlov Manor","82","uncommon","normal","1","Draft Pickups","moderately_played","0.10"
"962552a1-ec34-49e2-a23d-85dfb405d5e0","Tarnation Vista","big","The Big Score","30","mythic","foil","4","Modern Staples","moderately_played","0.60"
"54e0c2cd-fa5f-427d-8e15-6066f002a8e3","Chainsaw","dsk","Duskmourn: House of Horror","128","rare","normal","1","Draft Pickups","near_mint","0.75"
"5a926c10-029d-4e24-8c3f-1808025e30aa","Assassin's Ink","neo","Kamigawa: Neon Dynasty","87","uncommon","normal","1","Draft Pickups","near_mint","0.21"
"5aaf7e4c-4d5d-4acc-a834-e6c4a7629408","Essence Channeler","blb","Bloomburrow","12","rare","foil","1","Draft Pickups","near_mint","0.62"
"69ce6839-92d1-497b-9760-6fdc7388614e","Cyclops Superconductor","mh3","Modern Horizons 3","182","common","normal","1","Modern Staples","lightly_played","0.10"
"8fa2ecf9-b53c-4f1d-9028-ca3820d043cb","Afterlife","mmq","Mercadian Masques","1","uncommon","normal","1","Alpha Collection","near_mint","0.16"
"ad34094d-a7ec-4b04-a288-4d4f1a07fc6b","Backfire","4ed","Fourth Edition","62","uncommon","normal","1","Alpha Collection","near_mint","0.24"
"37962700-e4d9-419e-8972-d3fd955ff40e","Calibrated Blast","mh2","Modern Horizons 2","118","rare","foil","2","Modern Staples","near_mint","0.24"
"1c4c26b9-981f-47cf-b0f4-769e788d9537","Binding Negotiation","otj","Outlaws of Thunder Junction","78","uncommon","normal","1","Draft Pickups","moderately_played","0.17"
"d498cd5d-5807-4297-bc8a-c0941f2f5ce2","Coordinated Clobbering","dsk","Duskmourn: House of Horror","173","uncommon","normal","1","Draft Pickups","near_mint","0.03"
"fc26f19c-bcf7-4bd8-af42-4757dbe47fb1","Abyssal Specter","ice","Ice Age","113","uncommon","normal","1","Alpha Collection","near_mint","0.45"
"ed48f805-b57c-4d7f-a3c2-d16ae71bce2d","Brainsurge","mh3","Modern Horizons 3","53","uncommon","normal","1","Modern Staples","near_mint","0.32"
"4df5e7d3-cd49-498e-b2e3-37db891edbbe","A-Thousand-Faced Shadow","neo","Kamigawa: Neon Dynasty","A-86","rare","normal","3","Draft Pickups","lightly_played",""
"7722682f-952c-4829-b4ef-e52300b7950e","Aurelia, the Warleader","2x2","Double Masters 2022","179","mythic","normal","1","Modern Staples","lightly_played","13.84"
"283b6b5a-acdf-4255-a294-0964d9c62686","Benthic Criminologists","mkm","Murders at Karlov Manor","40","common","normal","1","Draft Pickups","near_mint","0.04"
"ea61d964-6d73-422e-9e08-360ac66f237a","Boom Box","otj","Outlaws of Thunder Junction","241","uncommon","normal","1","Draft Pickups","lightly_played","0.18"
"5a077de0-1893-40d0-a499-ee2e6e2258f1","Legion Extruder","big","The Big Score","12","mythic","normal","1","Modern Staples","moderately_played","4.35"
"2d8aeca5-622a-45be-8168-07e7c00e3092","Amphibian Downpour","mh3","Modern Horizons 3","51","rare","normal","1","Modern Staples","near_mint","1.21"
"08f79439-b8f8-418f-9772-26d81844749e","Enduring Innocence","dsk","Duskmourn: House of Horror","6","rare","normal","1","Draft Pickups","near_mint","7.32"
"ca0c8d3b-ce30-4da5-a6a8-9bdcb3c757f9","A Tale for the Ages","woe","Wilds of Eldraine","34","rare","normal","2","Draft Pickups","lightly_played","0.26"
"28f40650-9dd5-473d-a660-448672d475a5","Ashes to Ashes","4ed","Fourth Edition","119","uncommon","normal","1","Alpha Collection","moderately_played","0.52"
"617599f1-69d9-4767-9656-982739728df0","Ankh of Mishra","3ed","Revised Edition","233","rare","normal","1","Alpha Collection","moderately_played","7.19"
"80b3e815-0e2e-4325-b1d5-5531b7b92da6","Fecund Greenshell","blb","Bloomburrow","171","rare","normal","1","Draft Pickups","lightly_played","0.54"
"71052204-d35c-4603-9af6-a1691f438d48","Captain Ripley Vance","mh2","Modern Horizons 2","119","uncommon","normal","2","Modern Staples","near_mint","0.14"
"ff0a2ba4-dfa8-49d6-95e9-04b7a14d0c6c","Basking Capybara","lci","The Lost Caverns of Ixalan","175","common","normal","1","Draft Pickups","near_mint","0.08"
"579743fe-f71e-4cb2-8629-d6b02ed1591d","Bloodstained Mire","mh3","Modern Horizons 3","216","rare","normal","4","Modern Staples","near_mint","15.58"
"17db2b6a-eaa8-4a08-9e86-370bbd058574","Bayou","leb","Limited Edition Beta","279","rare","normal","1","Alpha Collection","lightly_played","2682.70"
"aaa05ad1-5cda-4edd-b6bf-562ae3e5011a","Simulacrum Synthesizer","big","The Big Score","6","mythic","normal","1","Modern Staples","near_mint","32.93"
"73b64c17-8a52-4d9d-a28b-7e0e945be059","Atsushi, the Blazing Sky","neo","Kamigawa: Neon Dynasty","134","mythic","normal","1","Draft Pickups","near_mint","0.97"
"1f3013bf-9647-4bdb-a638-d299ae00f88e","Cheeky House-Mouse // Squeak By","woe","Wilds of Eldraine","7","uncommon","normal","2","Draft Pickups","lightly_played","0.29"
"83957fe0-6500-420c-9b7a-2448a1c1d3b3","Ashiok's Reaper","woe","Wilds of Eldraine","79","uncommon","normal","1","Draft Pickups","moderately_played","0.28"
"f67774a1-f5f8-4b7b-871d-88a1b5e57d27","Eldrazi Linebreaker","mh3","Modern Horizons 3","117","rare","normal","1","Modern Staples","moderately_played","0.31"
"0cd92a83-cec3-4085-a929-3f204e3e0140","Blooming Blast","blb","Bloomburrow","126","uncommon","normal","1","Draft Pickups","moderately_played","0.08"
"73b5a0a5-5486-409a-b324-668ae03fc62a","Constable of the Realm","mh2","Modern Horizons 2","10","uncommon","normal","2","Modern Staples","near_mint","0.21"
"bd6e71a1-713e-4eca-bd65-9f0638c16794","Absolving Lammasu","mkm","Murders at Karlov Manor","2","uncommon","normal","1","Draft Pickups","near_mint","0.03"
"b8dd4693-424d-4d6e-86cf-24401a23d6b1","Brave-Kin Duo","blb","Bloomburrow","3","common","normal","1","Draft Pickups","lightly_played","0.17"
"2dc9f352-5076-4b5f-9815-cf47abb63d5b","Coerced to Kill","mkm","Murders at Karlov Manor","192","uncommon","normal","1","Draft Pickups","near_mint","0.13"
"764ec6a8-a878-446c-b7e4-6026c2a3e9a4","Amulet of Quoz","ice","Ice Age","308","rare","normal","1","Alpha Collection","lightly_played","1.06"
"32f5d5be-777f-4e7b-b18c-ce4a9cedb7d0","Armor of Shadows","clb","Commander Legends: Battle for Baldur's Gate","112","common","normal","1","Modern Staples","moderately_played","0.28"
"1a68009c-83cd-455f-81e9-bdd720d23a43","Boilerbilges Ripper","dsk","Duskmourn: House of Horror","127","common","normal","1","Draft Pickups","lightly_played","0.04"
"6e40e8f7-38f9-454a-9127-164b39737cb8","A-Binding Geist // A-Spectral Binding","vow","Innistrad: Crimson Vow","A-48","common","normal","1","Draft Pickups","near_mint",""
"f7094fc0-1d26-429c-9b49-37718c4a5c80","Break the Spell","woe","Wilds of Eldraine","5","common","normal","1","Draft Pickups","near_mint","0.17"
"d6c23437-244f-4e6b-93b7-ce0321be154b","A-Imperial Subduer","neo","Kamigawa: Neon Dynasty","A-19","common","normal","1","Draft Pickups","near_mint",""
"d151c8e2-d715-470d-868a-f45191db9fa0","Blazemire Verge","dsk","Duskmourn: House of Horror","256","rare","normal","1","Draft Pickups","near_mint","10.62"
"edbf9d4f-6027-40b8-81c1-7f001a9119dd","Alchemist's Retrieval","vow","Innistrad: Crimson Vow","47","common","normal","1","Draft Pickups","near_mint","0.22"
"4d83e837-fcd1-4833-9117-e6f1bb53caad","Akki Ember-Keeper","neo","Kamigawa: Neon Dynasty","130","common","normal","1","Draft Pickups","near_mint","0.25"
"5c1d410e-4237-4963-b015-54d26730e63d","Beluna's Gatekeeper // Entry Denied","woe","Wilds of Eldraine","43","common","normal","1","Draft Pickups","lightly_played","0.10"
"a26d1c4d-af95-4b40-83a5-b51f8b2506db","Angry Mob","4ed","Fourth Edition","3","uncommon","normal","1","Alpha Collection","moderately_played","0.16"
"f9a9e74f-8090-4314-9361-97777fb7b63a","Aurora Phoenix","clb","Commander Legends: Battle for Baldur's Gate","778","rare","normal","2","Modern Staples","moderately_played","0.35"
"0c491ac0-4752-47a7-967e-456b6e4245de","Burning Sun Cavalry","lci","The Lost Caverns of Ixalan","138","common","normal","1","Draft Pickups","lightly_played","0.08"
"7a1d3c1d-1373-4ac4-bb26-9780976efc4f","Drowner of Truth // Drowned Jungle","mh3","Modern Horizons 3","253","uncommon","normal","1","Modern Staples","lightly_played","0.26"
"c91a26b2-03f8-43f0-a3a4-ff6c5a3690c4","Aftershock","tmp","Tempest","160","common","normal","1","Alpha Collection","lightly_played","0.24"
"ef5297cb-e763-4871-9cd3-0e2dbcc52095","Balduvian Bears","ice","Ice Age","226","common","normal","1","Alpha Collection","lightly_played","0.24"
"81756844-c642-406f-842d-35c1e404fec0","Fear of Infinity","dsk","Duskmourn: House of Horror","214","uncommon","normal","1","Draft Pickups","lightly_played","0.22"
"263232df-69b8-4205-93ad-c724fe57ec11","Armored Armadillo","otj","Outlaws of Thunder Junction","3","common","normal","1","Draft Pickups","lightly_played","0.16"
"1d96dbc9-c2fd-42c1-9d55-5c14fa1c1c6f","Duskmourn's Domination","dsk","Duskmourn: House of Horror","50","uncommon","normal","1","Draft Pickups","lightly_played","0.03"
"8b9e51d9-189b-4dd6-87cb-628ea6373e81","Artist's Talent","blb","Bloomburrow","124","rare","normal","1","Draft Pickups","lightly_played","6.80"
"70e68656-3204-4bb5-9f31-8036083fcba6","Drossclaw","mh3","Modern Horizons 3","89","common","normal","1","Modern Staples","near_mint","0.22"
"f5bcb21a-8559-4791-8cd0-482e7b8dcfd2","Assemble the Players","mkm","Murders at Karlov Manor","3","rare","normal","1","Draft Pickups","lightly_played","0.44"
"f64f6100-c26a-4b22-9fa6-ab3f287a94aa","Blessing","3ed","Revised Edition","6","rare","normal","1","Alpha Collection","near_mint","3.01"
"b24c3e9c-2aff-45fd-9c87-3ebd33bbe807","A-Heartfire Hero","blb","Bloomburrow","A-138","uncommon","normal","1","Draft Pickups","near_mint",""
"c2b99b30-a972-4e5d-a772-06884719ac7c","Burrowing","3ed","Revised Edition","140","uncommon","normal","1","Alpha Collection","lightly_played","0.18"
"3ed13445-c9a0-4f17-aa69-af353679e6a7","Balefire Liege","2x2","Double Masters 2022","180","rare","normal","1","Modern Staples","near_mint","2.37"
"4a3bf039-ecf6-477e-997c-e32c55323c01","Annihilate","inv","Invasion","94","uncommon","normal","2","Alpha Collection","lightly_played","0.14"
"02267717-66e0-41f7-8009-75586a4aa4be","Lotus Ring","big","The Big Score","24","mythic","normal","1","Modern Staples","lightly_played","1.11"
"b1269ccf-febf-42b0-8c20-21ccb731a3ec","Cackling Slasher","dsk","Duskmourn: House of Horror","85","common","normal","1","Draft Pickups","lightly_played","0.06"
"e078dfbe-ebdf-4ea8-aed7-cb2c986e7656","Aven Initiate","2x2","Double Masters 2022","39","common","normal","1","Modern Staples","lightly_played","0.05"
"0ff91a17-0a5f-456f-a431-8505ba29e679","Blind Fury","mir","Mirage","158","uncommon","normal","1","Alpha Collection","near_mint","0.17"
"a0a5e716-68c1-4fa0-aa08-5b08114e08d8","Fear of Being Hunted","dsk","Duskmourn: House of Horror","134","uncommon","normal","1","Draft Pickups","near_mint","0.09"
"6b9db511-089e-413f-8005-ccb05ec3b06e","Antagonism","usg","Urza's Saga","173","rare","normal","4","Alpha Collection","lightly_played","0.33"
"9fb41503-8632-4bf1-9bfe-6d9b9993c337","Feather of Flight","blb","Bloomburrow","13","uncommon","normal","1","Draft Pickups","near_mint","0.34"
"d61dfeb7-7f6b-4601-8396-2cbb98165489","Bristling Backwoods","otj","Outlaws of Thunder Junction","253","common","normal","1","Draft Pickups","near_mint","0.28"
"26ece013-f3ef-4c12-9dea-b2789f61f8a0","Bellowing Bruiser // Beat a Path","woe","Wilds of Eldraine","121","common","normal","1","Draft Pickups","near_mint","0.09"
"f0d7413b-2ad3-4e8f-8728-5649f938d06e","Auger Spree","2x2","Double Masters 2022","178","common","normal","4","Modern Staples","near_mint","0.05"
"4e4e3a08-05a6-4730-8b4a-a8cb440dc299","Battlefield Promotion","2x2","Double Masters 2022","7","common","normal","3","Modern Staples","near_mint","0.04"
"5b491d11-d00a-4541-8389-2785a455eeee","Demonic Ruckus","otj","Outlaws of Thunder Junction","120","uncommon","normal","2","Draft Pickups","near_mint","0.34"
"881175c4-fee5-4c39-ad25-145ef73569ce","Arcbound Tracker","mh2","Modern Horizons 2","112","common","normal","1","Modern Staples","near_mint","0.18"
"5ed5bc3d-4056-40b0-a47a-2841692614b3","Distinguished Conjurer","mh3","Modern Horizons 3","264","uncommon","normal","1","Modern Staples","lightly_played","0.29"
"f93b725e-2b9c-4830-ac54-b2562afe09bb","Abuelo's Awakening","lci","The Lost Caverns of Ixalan","1","rare","normal","4","Draft Pickups","near_mint","0.25"
"a128e6d1-b90f-45a1-b587-f8c29bd0ec8c","Charred Foyer // Warped Space","dsk","Duskmourn: House of Horror","129","mythic","normal","1","Draft Pickups","near_mint","2.73"
"3db65755-f104-4de9-bcc9-0a4a7bc66b51","Bleed Dry","vow","Innistrad: Crimson Vow","94","common","normal","1","Draft Pickups","near_mint","0.23"
"15fa581a-724e-4196-a9a3-ff84c54bdb7d","Builder's Talent","blb","Bloomburrow","5","uncommon","normal","1","Draft Pickups","near_mint","0.17"
"994f4473-dfc9-45cd-8528-945db3aa6a9a","Charmed Clothier","woe","Wilds of Eldraine","6","common","foil","3","Draft Pickups","lightly_played","0.05"
"801b0fd1-bbb2-47c0-a4c3-4129a67473b9","Blaster Mage","mmq","Mercadian Masques","175","common","foil","1","Alpha Collection","lightly_played","0.15"
"4383ae7c-58ea-4354-93e4-677ad185c3bb","Bonny Pall, Clearcutter","otj","Outlaws of Thunder Junction","196","rare","normal","1","Draft Pickups","lightly_played","0.50"
"df59b2e4-21a6-4cf1-80bd-f92f8ea99f2c","Aethermage's Touch","2x2","Double Masters 2022","167","uncommon","normal","1","Modern Staples","moderately_played","0.08"
"28333138-60bc-459b-a0cd-1b7fd19c89cd","Avenging Angel","tmp","Tempest","7","rare","normal","1","Alpha Collection","near_mint","1.84"
"5dee47ab-d603-4346-97f4-a25dc3f47765","Ancestral Anger","vow","Innistrad: Crimson Vow","142","common","normal","2","Draft Pickups","lightly_played","0.29"
"d498c4de-5e80-4baa-9fcb-70f164880c84","Bristlebud Farmer","big","The Big Score","17","mythic","foil","2","Modern Staples","near_mint","1.39"
"1f2054d9-d10f-4127-aece-71c3f0ef547c","Ashen Rider","2x2","Double Masters 2022","173","rare","normal","1","Modern Staples","near_mint","0.46"
"f49006f2-a097-417d-8eb0-b8016ff2e0d5","Exorcise","dsk","Duskmourn: House of Horror","8","uncommon","normal","1","Draft Pickups","near_mint","0.41"
"c6440439-7178-4a97-9e18-7fdef4b02678","Flame Lash","blb","Bloomburrow","391","common","normal","4","Draft Pickups","near_mint","0.13"
"c57b152e-c94e-4c10-9f0d-d960e878a430","Atarka's Command","2x2","Double Masters 2022","176","rare","normal","1","Modern Staples","lightly_played","1.49"
"fb8e7c97-8393-41b8-bb0b-3983dcc5e7f4","Flamecache Gecko","blb","Bloomburrow","135","uncommon","normal","2","Draft Pickups","near_mint","0.32"
"be9e2e59-1527-4c61-9cc9-dcaf1181bd43","Barbed Wire","mmq","Mercadian Masques","287","uncommon","normal","1","Alpha Collection","near_mint","1.88"
"4b041949-6fb6-40a6-9329-f209be537219","Armory Mice","woe","Wilds of Eldraine","3","common","normal","1","Draft Pickups","near_mint","0.07"
"b6ee58e5-f493-4e27-9639-5599a9573387","Animate Wall","4ed","Fourth Edition","4","rare","normal","1","Alpha Collection","near_mint","0.47"
"50eac71d-54f9-46c2-aa1d-c04c37e61f74","Breathe Your Last","mh3","Modern Horizons 3","82","common","normal","1","Modern Staples","near_mint","0.13"
"582637a9-6aa0-4824-bed7-d5fc91bda35e","Bark-Knuckle Boxer","blb","Bloomburrow","164","uncommon","normal","1","Draft Pickups","moderately_played","0.18"
"f110698e-a343-4eff-ba23-ed7ac5a3f87b","Akki War Paint","neo","Kamigawa: Neon Dynasty","132","common","normal","1","Draft Pickups","lightly_played","0.16"
"f2ae23db-c391-402c-9568-65447cada66e","Confounding Riddle","lci","The Lost Caverns of Ixalan","50","uncommon","normal","1","Draft Pickups","near_mint","0.26"
"1be9d9a4-d7ee-4854-abc2-85cabf993ec9","Archon of Cruelty","mh2","Modern Horizons 2","75","mythic","normal","1","Modern Staples","near_mint","10.68"
"70e7ddf2-5604-41e7-bb9d-ddd03d3e9d0b","Ancestral Recall","lea","Limited Edition Alpha","47","rare","normal","3","Alpha Collection","near_mint",""
"6f6c21b4-a143-4fe5-a505-963e98f2fe2f","A-Peerless Samurai","neo","Kamigawa: Neon Dynasty","A-156","common","normal","1","Draft Pickups","moderately_played",""
"012049f8-0936-49ed-948d-0d34af28550f","Armored Pegasus","tmp","Tempest","5","common","normal","1","Alpha Collection","lightly_played","0.12"
"2217881d-26dc-44c0-81d8-8c78c44bc5f0","Blessed Respite","mh2","Modern Horizons 2","150","uncommon","normal","2","Modern Staples","near_mint","0.44"
"88e791fc-bf9f-49b6-b5f2-a24d4b3e360e","Conspiracy Unraveler","mkm","Murders at Karlov Manor","47","mythic","normal","1","Draft Pickups","moderately_played","0.32"
"76610e6e-b60f-494f-bb11-68371eb494f2","Balustrade Wurm","dsk","Duskmourn: House of Horror","168","rare","normal","2","Draft Pickups","near_mint","0.25"
"db3e219d-8e5e-44c7-97b3-2d489e2808b9","Balance","4ed","Fourth Edition","6","rare","normal","1","Alpha Collection","near_mint","2.37"
"f3f26060-0c24-496c-b8e2-4dac7ea6166b","Aggression","ice","Ice Age","169","uncommon","normal","2","Alpha Collection","near_mint","0.21"
"834b4e6a-1812-4399-8fe4-bb1686ba49ef","Asari Captain","neo","Kamigawa: Neon Dynasty","215","uncommon","normal","3","Draft Pickups","lightly_played","0.22"
"a7d64600-84fc-42a5-a6a6-b26f98fac0a4","Asmira, Holy Avenger","mir","Mirage","256","rare","normal","1","Alpha Collection","near_mint","1.18"
"686aebd0-0d34-47e3-bbbd-ad08d2a3a864","Ashen Powder","mir","Mirage","104","rare","normal","4","Alpha Collection","lightly_played","0.92"
"cea2bb34-e328-44fb-918a-72208c9457e4","Daggerfang Duo","blb","Bloomburrow","89","common","foil","1","Draft Pickups","lightly_played","0.08"
"f328d6e0-d808-4abe-b6a2-cc557b27c329","Crabomination","mh3","Modern Horizons 3","85","rare","normal","2","Modern Staples","lightly_played","0.31"
"ee2b4c1a-e058-4e06-bc46-e250fd9c9b54","Cautious Survivor","dsk","Duskmourn: House of Horror","172","common","normal","1","Draft Pickups","near_mint","0.03"
"d5eef49c-a80f-4622-ba77-999f9151c841","Artifact Mutation","inv","Invasion","231","rare","normal","1","Alpha Collection","lightly_played","2.53"
"1cb0a1a4-9216-47f8-a4e3-20fe0de6a518","Arcbound Prototype","mh2","Modern Horizons 2","4","common","normal","1","Modern Staples","lightly_played","0.18"
"a559f77f-1f10-475b-9361-7f297d50f254","Abyssal Gorestalker","lci","The Lost Caverns of Ixalan","87","uncommon","normal","2","Draft Pickups","lightly_played","0.23"
"7497f147-146d-4a76-b670-bd84e07352b3","Armguard Familiar","neo","Kamigawa: Neon Dynasty","46","common","normal","1","Draft Pickups","lightly_played","0.24"
"a28ecd59-9166-473c-bafc-cb3c54c21388","Bespoke Battlegarb","woe","Wilds of Eldraine","122","common","normal","1","Draft Pickups","near_mint","0.08"
"7248db64-c901-4e87-9322-e122d2d32ddc","Aspect of Wolf","3ed","Revised Edition","186","rare","normal","2","Alpha Collection","moderately_played","2.27"
"8e02731a-8698-4b41-99c3-f0a19fc31430","Connecting the Dots","mkm","Murders at Karlov Manor","118","rare","normal","1","Draft Pickups","near_mint","0.25"
"268403bc-733d-446e-a7c1-abc957c42bc2","Aluren","tmp","Tempest","213","rare","normal","1","Alpha Collection","near_mint","110.66"
"5980a930-c7f8-45e1-a18a-87734d9ed09e","Besotted Knight // Betroth the Beast","woe","Wilds of Eldraine","4","common","normal","3","Draft Pickups","near_mint","0.24"
